# version=2017
# observatory
! mpcCode W88
! name Slooh.com Chile Observatory, La Dehesa
# submitter
! name C. J. R. McEwing
# observers
! name C. J. R. McEwing
# measurers
! name C. J. R. McEwing
# telescope
! design Corrected Dall-Kirkham
! aperture 0.43
! fRatio 6.8
! detector CCD
# software
! astrometry Astrometrica 4.12.0.448
! photometry Astrometrica 4.12.0.448
permID |provID     |trkSub  |mode|stn |obsTime                |ra         |dec        |rmsRA|rmsDec|astCat  |mag  |rmsMag|band|photCat |photAp|logSNR|seeing|exp |rmsFit|nStars|notes|remarks
   7335|           |        | CCD|W88 |2022-04-05T06:31:08Z   |230.27828  |+13.04124  |0.07 |0.09  |   UCAC4|17.7 |0.06  |   V|   UCAC4| 9.6  |1.42  |3.4   | 700|0.10  |    88|K    |
   7335|           |        | CCD|W88 |2022-04-07T05:23:20Z   |230.53349  |+13.28507  |0.07 |0.07  |   Gaia2|17.4 |0.08  |   G|   Gaia2| 9.6  |1.51  |3.3   | 700|0.10  |    26|K    |
   7335|           |        | CCD|G40 |2022-04-07T05:21:44Z   |230.52884  |+13.27930  |0.08 |0.05  |   Gaia2|17.4 |0.07  |   G|   Gaia2| 9.5  |1.55  |3.6   | 700|0.08  |    55|K    |
   7335|           |        | CCD|W88 |2022-04-08T05:18:47Z   |230.65191  |+13.40761  |0.05 |0.08  |   Gaia2|17.4 |0.07  |   G|   Gaia2| 9.6  |1.51  |3.2   | 800|0.09  |    30|K    |
   7335|           |        | CCD|G40 |2022-04-08T05:19:31Z   |230.64728  |+13.40192  |0.11 |0.08  |   Gaia2|17.3 |0.08  |   G|   Gaia2| 9.5  |1.43  |3.9   | 700|0.10  |    56|K    |
   7335|           |        | CCD|G40 |2022-04-09T05:18:33Z   |230.75783  |+13.52276  |0.08 |0.05  |   Gaia2|17.1 |0.08  |   G|   Gaia2| 9.5  |1.60  |3.7   | 700|0.08  |    50|K    |
   7335|           |        | CCD|W88 |2022-04-09T05:19:02Z   |230.76270  |+13.52877  |0.05 |0.05  |   Gaia2|17.3 |0.11  |   G|   Gaia2| 9.6  |1.54  |3.8   | 800|0.06  |    49|K    |
   7335|           |        | CCD|G40 |2022-04-12T05:11:26Z   |231.04073  |+13.87177  |0.05 |0.05  |   Gaia2|17.1 |0.09  |   G|   Gaia2| 9.5  |1.50  |3.9   | 750|0.05  |    73|K    |
   7335|           |        | CCD|W88 |2022-04-16T05:15:11Z   |231.30332  |+14.30002  |0.07 |0.06  |   Gaia2|16.8 |0.10  |   G|   Gaia2| 9.6  |1.44  |4.2   | 750|0.07  |    66|K    |
   7335|           |        | CCD|G40 |2022-04-16T05:17:33Z   |231.29757  |+14.29297  |0.07 |0.06  |   Gaia2|16.7 |0.09  |   G|   Gaia2| 9.5  |1.43  |3.6   | 650|0.06  |    70|K    |
   7335|           |        | CCD|W88 |2022-04-17T05:04:30Z   |231.34442  |+14.39400  |0.07 |0.06  |   Gaia2|16.8 |0.11  |   G|   Gaia2| 9.6  |1.31  |3.9   | 750|0.06  |    60|K    |
   7335|           |        | CCD|G40 |2022-04-17T05:04:35Z   |231.33860  |+14.38675  |0.12 |0.11  |   Gaia2|16.5 |0.13  |   G|   Gaia2| 9.5  |1.16  |3.2   | 700|0.07  |    61|K    |
   7335|           |        | CCD|W88 |2022-04-18T05:20:46Z   |231.37577  |+14.48460  |0.09 |0.08  |   UCAC4|16.9 |0.08  |   V|   UCAC4| 9.6  |1.61  |2.9   | 850|0.12  |   105|K    |
   7335|           |        | CCD|G40 |2022-04-19T04:48:23Z   |231.39109  |+14.55883  |0.08 |0.07  |   Gaia2|16.6 |0.07  |   G|   Gaia2| 9.5  |1.42  |4.1   | 750|0.05  |    57|K    |
   7335|           |        | CCD|G40 |2022-04-20T04:50:07Z   |231.40156  |+14.63633  |0.05 |0.04  |   Gaia2|16.5 |0.07  |   G|   Gaia2| 9.5  |1.51  |4.0   | 750|0.05  |    66|K    |
   7335|           |        | CCD|W88 |2022-04-21T04:56:46Z   |231.40748  |+14.71538  |0.05 |0.04  |   Gaia2|16.6 |0.06  |   G|   Gaia2| 9.6  |1.84  |4.8   | 900|0.06  |    64|K    |
   7335|           |        | CCD|G40 |2022-04-21T04:55:09Z   |231.40091  |+14.70704  |0.06 |0.04  |   Gaia2|16.5 |0.07  |   G|   Gaia2| 9.5  |1.67  |3.4   | 750|0.07  |    62|K    |
   7335|           |        | CCD|G40 |2022-04-22T04:55:56Z   |231.38879  |+14.76993  |0.08 |0.05  |   Gaia2|16.4 |0.07  |   G|   Gaia2| 9.5  |1.76  |3.2   | 700|0.09  |    65|K    |
   7335|           |        | CCD|G40 |2022-04-23T05:00:53Z   |231.36447  |+14.82458  |0.07 |0.08  |   Gaia2|16.2 |0.09  |   G|   Gaia2| 9.5  |1.62  |5.2   | 700|0.07  |    62|K    |
   7335|           |        | CCD|W88 |2022-04-23T05:02:40Z   |231.37132  |+14.83348  |0.06 |0.07  |   Gaia2|16.4 |0.07  |   G|   Gaia2| 9.6  |1.80  |4.9   | 800|0.08  |    68|K    |
   7335|           |        | CCD|G40 |2022-04-24T05:06:16Z   |231.32748  |+14.86988  |0.07 |0.04  |   Gaia2|16.4 |0.07  |   G|   Gaia2| 9.5  |1.71  |3.7   | 450|0.07  |    60|K    |
   7335|           |        | CCD|W88 |2022-04-24T05:07:30Z   |231.33460  |+14.87913  |0.05 |0.05  |   Gaia2|16.3 |0.07  |   G|   Gaia2| 9.6  |1.96  |3.8   | 750|0.07  |    64|K    |
   7335|           |        | CCD|G40 |2022-04-27T04:45:08Z   |231.13812  |+14.93969  |0.06 |0.05  |   Gaia2|16.0 |0.06  |   G|   Gaia2| 9.5  |2.01  |3.4   | 750|0.07  |    71|K    |
   7335|           |        | CCD|G40 |2022-04-28T04:34:18Z   |231.04653  |+14.93745  |0.06 |0.04  |   Gaia2|15.9 |0.06  |   G|   Gaia2| 9.5  |2.06  |3.6   | 700|0.07  |    73|K    |
   7335|           |        | CCD|W88 |2022-04-29T04:36:43Z   |230.94642  |+14.93087  |0.05 |0.05  |   Gaia2|16.0 |0.07  |   G|   Gaia2| 9.6  |2.11  |3.8   | 900|0.07  |    74|K    |
   7335|           |        | CCD|G40 |2022-04-30T04:25:17Z   |230.81404  |+14.88610  |0.04 |0.04  |   Gaia2|15.8 |0.05  |   G|   Gaia2| 9.5  |2.03  |4.4   | 750|0.04  |    71|K    |
   7335|           |        | CCD|W88 |2022-04-30T04:26:14Z   |230.82293  |+14.89734  |0.05 |0.06  |   Gaia2|15.8 |0.07  |   G|   Gaia2| 9.6  |2.24  |3.4   | 950|0.08  |    66|K    |
   7335|           |        | CCD|G40 |2022-05-01T04:30:46Z   |230.67044  |+14.83303  |0.05 |0.04  |   Gaia2|15.7 |0.06  |   G|   Gaia2| 9.5  |2.17  |3.7   | 700|0.06  |    65|K    |
   7335|           |        | CCD|W88 |2022-05-01T04:31:07Z   |230.67970  |+14.84486  |0.02 |0.03  |   Gaia2|15.8 |0.06  |   G|   Gaia2| 9.6  |2.09  |3.7   | 950|0.03  |    55|K    |
   7335|           |        | CCD|G40 |2022-05-02T04:25:14Z   |230.50953  |+14.75984  |0.04 |0.03  |   Gaia2|15.7 |0.06  |   G|   Gaia2| 9.5  |2.17  |3.5   | 750|0.05  |    61|K    |
   7335|           |        | CCD|W88 |2022-05-02T04:25:06Z   |230.51925  |+14.77213  |0.06 |0.05  |   Gaia2|16.2 |0.08  |   G|   Gaia2| 9.6  |1.63  |3.6   | 800|0.07  |    64|K    |
   7335|           |        | CCD|G40 |2022-05-03T04:20:15Z   |230.32845  |+14.66374  |0.03 |0.03  |   Gaia2|15.5 |0.06  |   G|   Gaia2| 9.5  |2.17  |3.7   | 750|0.04  |    47|K    |
   7335|           |        | CCD|W88 |2022-05-03T04:21:47Z   |230.33827  |+14.67645  |0.04 |0.04  |   Gaia2|15.6 |0.07  |   G|   Gaia2| 9.6  |2.29  |3.7   | 900|0.06  |    50|K    |
   7335|           |        | CCD|G40 |2022-05-04T04:30:53Z   |230.12278  |+14.54051  |0.04 |0.03  |   Gaia2|15.4 |0.07  |   G|   Gaia2| 9.5  |2.19  |4.0   | 700|0.04  |    53|K    |
   7335|           |        | CCD|W88 |2022-05-04T04:31:09Z   |230.13314  |+14.55403  |0.06 |0.06  |   Gaia2|15.4 |0.07  |   G|   Gaia2| 9.6  |2.35  |3.5   | 950|0.08  |    53|K    |
   7335|           |        | CCD|G40 |2022-05-05T04:20:57Z   |229.89736  |+14.39059  |0.04 |0.04  |   Gaia2|14.5 |0.12  |   G|   Gaia2| 9.5  |2.04  |4.0   | 700|0.05  |    50|K    |
   7335|           |        | CCD|W88 |2022-05-05T04:20:12Z   |229.90845  |+14.40481  |0.04 |0.05  |   Gaia2|15.3 |0.07  |   G|   Gaia2| 9.6  |2.30  |3.5   | 500|0.06  |    51|K    |
   7335|           |        | CCD|G40 |2022-05-06T04:13:35Z   |229.64592  |+14.20836  |0.05 |0.04  |   Gaia2|14.8 |0.09  |   G|   Gaia2| 9.5  |2.02  |3.4   | 700|0.06  |    52|K    |
   7335|           |        | CCD|W88 |2022-05-06T04:15:28Z   |229.65692  |+14.22287  |0.05 |0.03  |   Gaia2|15.3 |0.09  |   G|   Gaia2| 9.6  |2.41  |4.1   | 800|0.06  |    44|K    |
   7335|           |        | CCD|G40 |2022-05-07T04:15:06Z   |229.36410  |+13.98836  |0.03 |0.03  |   Gaia2|15.1 |0.07  |   G|   Gaia2| 9.5  |2.31  |4.2   | 750|0.04  |    61|K    |
   7335|           |        | CCD|W88 |2022-05-07T04:15:12Z   |229.37602  |+14.00392  |0.06 |0.06  |   Gaia2|15.1 |0.07  |   G|   Gaia2| 9.6  |2.43  |3.3   | 750|0.08  |    57|K    |
   7335|           |        | CCD|G40 |2022-05-08T04:12:38Z   |229.051749 |+13.727529 |0.050|0.042 |   Gaia2|14.93|0.118 |   G|   Gaia2| 9.5  |2.20  |3.6   | 500|0.06  |    61|K    |
   7335|           |        | CCD|G40 |2022-05-09T04:05:09Z   |228.705710 |+13.420634 |0.092|0.059 |   Gaia2|14.81|0.067 |   G|   Gaia2| 9.5  |2.36  |3.5   | 750|0.11  |    73|K    |
   7335|           |        | CCD|W88 |2022-05-10T04:00:59Z   |228.332816 |+13.077061 |0.060|0.059 |   Gaia2|14.78|0.078 |   G|   Gaia2| 9.6  |2.50  |3.1   | 750|0.08  |    55|K    |
   7335|           |        | CCD|G40 |2022-05-12T03:46:39Z   |227.404369 |+12.137859 |0.030|0.018 |   Gaia2|14.45|0.054 |   G|   Gaia2| 9.5  |2.46  |4.3   | 650|0.03  |    44|K    |
   7335|           |        | CCD|W88 |2022-05-14T03:31:55Z   |226.260738 |+10.891288 |0.043|0.050 |   Gaia2|14.15|0.087 |   G|   Gaia2| 9.6  |2.34  |3.4   | 380|0.07  |    60|K    |
   7335|           |        | CCD|G40 |2022-05-17T03:17:57Z   |223.781337 | +7.932769 |0.068|0.075 |   Gaia2|13.56|0.083 |   G|   Gaia2| 9.5  |2.34  |3.5   | 280|0.10  |    55|K    |
   7335|           |        | CCD|W88 |2022-05-17T03:14:47Z   |223.806143 | +7.965397 |0.060|0.083 |   Gaia2|13.55|0.079 |   G|   Gaia2| 9.6  |2.59  |3.6   | 400|0.10  |    57|K    |
   7335|           |        | CCD|G40 |2022-05-18T03:05:44Z   |222.678230 | +6.544526 |0.059|0.042 |   Gaia2|13.33|0.079 |   G|   Gaia2| 9.5  |2.52  |3.0   | 380|0.07  |    41|K    |
   7335|           |        | CCD|G40 |2022-05-19T02:59:13Z   |221.357900 | +4.843694 |0.079|0.035 |   Gaia2|13.09|0.062 |   G|   Gaia2| 9.5  |2.64  |3.5   | 400|0.09  |    39|K    |
   7335|           |        | CCD|G40 |2022-05-20T02:45:04Z   |219.768499 | +2.753008 |0.088|0.061 |   Gaia2|12.84|0.060 |   G|   Gaia2| 9.5  |2.72  |3.3   | 400|0.11  |    55|K    |
   7335|           |        | CCD|G40 |2022-05-21T02:10:45Z   |217.841462 | +0.174179 |0.030|0.037 |   Gaia2|12.62|0.063 |   G|   Gaia2| 9.5  |2.70  |4.1   | 380|0.05  |    52|K    |
   7335|           |        | CCD|G40 |2022-05-22T02:23:46Z   |215.318991 | -3.222532 |0.051|0.043 |   Gaia2|12.31|0.072 |   G|   Gaia2| 9.5  |2.76  |3.7   | 280|0.07  |    63|K    |
   7335|           |        | CCD|G40 |2022-05-23T01:05:41Z   |212.281034 | -7.324110 |0.043|0.039 |   Gaia2|12.07|0.075 |   G|   Gaia2| 9.5  |2.89  |3.5   | 380|0.06  |    59|K    |
   7335|           |        | CCD|G40 |2022-05-23T23:31:22Z   |208.330527 |-12.547887 |0.070|0.053 |   Gaia2|11.73|0.067 |   G|   Gaia2| 9.5  |2.74  |3.7   | 140|0.09  |    68|K    |
   7335|           |        | CCD|W88 |2022-05-26T02:07:08Z   |192.891962 |-29.910355 |0.075|0.072 |   Gaia2|11.76|0.108 |   G|   Gaia2| 9.6  |2.52  |3.2   |  70|0.10  |   126|K    |
   7335|           |        | CCD|W88 |2022-05-26T00:48:07Z   |193.500124 |-29.359302 |0.084|0.068 |   Gaia2|11.55|0.082 |   G|   Gaia2| 9.6  |2.87  |3.0   | 160|0.11  |   105|K    |
